track_id,song_id,artist_id,artist_name,song_title,genre,dot_1_track_id,dot_1_song,dot_1_score,dot_2_track_id,dot_2_song,dot_2_score,dot_3_track_id,dot_3_song,dot_3_score,centered_1_track_id,centered_1_song,centered_1_score,centered_2_track_id,centered_2_song,centered_2_score,centered_3_track_id,centered_3_song,centered_3_score,correlation_1_track_id,correlation_1_song,correlation_1_score,correlation_2_track_id,correlation_2_song,correlation_2_score,correlation_3_track_id,correlation_3_song,correlation_3_score,cosine_1_track_id,cosine_1_song,cosine_1_score,cosine_2_track_id,cosine_2_song,cosine_2_score,cosine_3_track_id,cosine_3_song,cosine_3_score,tfidf_dot_1_track_id,tfidf_dot_1_song,tfidf_dot_1_score,tfidf_dot_2_track_id,tfidf_dot_2_song,tfidf_dot_2_score,tfidf_dot_3_track_id,tfidf_dot_3_song,tfidf_dot_3_score,tfidf_centered_1_track_id,tfidf_centered_1_song,tfidf_centered_1_score,tfidf_centered_2_track_id,tfidf_centered_2_song,tfidf_centered_2_score,tfidf_centered_3_track_id,tfidf_centered_3_song,tfidf_centered_3_score,tfidf_correlation_1_track_id,tfidf_correlation_1_song,tfidf_correlation_1_score,tfidf_correlation_2_track_id,tfidf_correlation_2_song,tfidf_correlation_2_score,tfidf_correlation_3_track_id,tfidf_correlation_3_song,tfidf_correlation_3_score,tfidf_cosine_1_track_id,tfidf_cosine_1_song,tfidf_cosine_1_score,tfidf_cosine_2_track_id,tfidf_cosine_2_song,tfidf_cosine_2_score,tfidf_cosine_3_track_id,tfidf_cosine_3_song,tfidf_cosine_3_score
TRXZNNF12903CA6F9B,SOWEIIN12AB018066C,ARO4WQR1187B9B9825,Kenny Rogers,Endless love,country,TRFUJVJ128F426F2A2,Lauryn Hill - Interlude 5,4698.0,TRWSYHO128F4282346,Twista - I'm A Winner (Amended Album Version),3862.0,TRDPGXU128F9339C2A,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),3466.0,TRFUJVJ128F426F2A2,Lauryn Hill - Interlude 5,4403.5999999999985,TRWSYHO128F4282346,Twista - I'm A Winner (Amended Album Version),3669.6000000000004,TREBGAA128E078FC52,Erykah Badu - I Want You,3283.800000000003,TRLQBZP12903CECC4A,Hello Saferide - Get Sick Soon,0.8252726382151901,TRCTLQY128F92F1539,Next - I Still Love You,0.8240806273792668,TRABMIY128F426EA8F,Babyface - Seven Seas,0.8146744329988959,TRLQBZP12903CECC4A,Hello Saferide - Get Sick Soon,0.8306055308925484,TRCTLQY128F92F1539,Next - I Still Love You,0.8292650210010611,TRABMIY128F426EA8F,Babyface - Seven Seas,0.8197302991983271,TRFUJVJ128F426F2A2,Lauryn Hill - Interlude 5,141.4266058889233,TRPCRHL128F4274CFE,Aceyalone - Mic Check,128.9184395943236,TRGLNKG128F9307689,Eminem - My Darling,118.24072949881402,TRCTLQY128F92F1539,Next - I Still Love You,90.36649947622104,TRPVAMZ128F4286261,Hayley Westenra - My Heart Belongs To You,87.67224920739594,TRBGUJV128E078FE5D,Dru Hill - Share My World,85.70307819478013,TRPVAMZ128F4286261,Hayley Westenra - My Heart Belongs To You,0.3275334204851859,TRJLMIR128F4291348,Dottie West - Forever Yours,0.32637939121790177,TRBGUJV128E078FE5D,Dru Hill - Share My World,0.31919411862266994,TRPVAMZ128F4286261,Hayley Westenra - My Heart Belongs To You,0.3785731793774883,TRBGUJV128E078FE5D,Dru Hill - Share My World,0.3705771207737816,TRCTLQY128F92F1539,Next - I Still Love You,0.3678337178062303
TRTSAUB128E07859FC,SOGBBSX12A6701E426,ARV9LSS1187B98C471,Blake Shelton,Love Gets In The Way (Album Version),country,TRFUJVJ128F426F2A2,Lauryn Hill - Interlude 5,3847.0,TRDPGXU128F9339C2A,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),3846.0,TRWSYHO128F4282346,Twista - I'm A Winner (Amended Album Version),3807.0,TRWSYHO128F4282346,Twista - I'm A Winner (Amended Album Version),3520.8049999999985,TRDPGXU128F9339C2A,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),3479.777499999999,TRFUJVJ128F426F2A2,Lauryn Hill - Interlude 5,3409.079999999998,TRJAJTB128F42A63EA,Fairground Attraction - Whispers,0.724920332079627,TRJEJXZ128F9321015,The Supremes - Stranger In Paradise,0.7106971724492585,TRKOBMA12903CA8574,Nguru - The Way It Is,0.7051937753777979,TRJAJTB128F42A63EA,Fairground Attraction - Whispers,0.7393595774642931,TRJEJXZ128F9321015,The Supremes - Stranger In Paradise,0.7212734865577317,TRKOBMA12903CA8574,Nguru - The Way It Is,0.7208883275875546,TRDPGXU128F9339C2A,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),242.0702797833353,TRCHZXW128E079288A,Eminem - 8 Mile,207.94369878184511,TRRJQIQ128F429A974,Petey Pablo - Fool For Love,204.9633929620987,TRMZSRG128F428BE3F,Usher - Roni,129.503307118666,TRBDCAH128EF362D31,The Pharcyde - Passin' Me By,125.50789887143651,TRIVUXU128F145A60B,Jeru The Damaja - Me Or The Papes,123.3553786519346,TRNZKSQ12903CC598C,Bo Diddley - Diddy Wah Diddy,0.32680850507742,TRUFDLK128E078EE4C,Blink-182 - TV,0.2583734577179243,TRXRINO128F4264CCB,Wade Hayes - I'm Still Dancin' With You,0.24764435265168108,TRNZKSQ12903CC598C,Bo Diddley - Diddy Wah Diddy,0.36873062575052656,TRBDCAH128EF362D31,The Pharcyde - Passin' Me By,0.3236772196822073,TRUFDLK128E078EE4C,Blink-182 - TV,0.31346155436996254
TRFMGIO128F42591F0,SOBCKDM12D021B3D99,ARK4ZEK1187B990A4F,George Strait,I'd Like To Have That One Back,country,TRFUJVJ128F426F2A2,Lauryn Hill - Interlude 5,3479.0,TRDPGXU128F9339C2A,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),3393.0,TRCHZXW128E079288A,Eminem - 8 Mile,3098.0,TRFUJVJ128F426F2A2,Lauryn Hill - Interlude 5,3081.560000000001,TRDPGXU128F9339C2A,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),3060.629999999999,TRCHZXW128E079288A,Eminem - 8 Mile,2847.169999999999,TRFLRFH12903CB021D,Unsung Zeros - Intermission,0.720605014558595,TRALZXZ128F92E26EF,The Jeff Healey Band - My Little Girl,0.7053896461729873,TRIGERV128F1478764,Con Funk Shun - Electric Lady,0.702272956019447,TRFLRFH12903CB021D,Unsung Zeros - Intermission,0.7329268484732367,TRALZXZ128F92E26EF,The Jeff Healey Band - My Little Girl,0.7178060087572243,TRIGERV128F1478764,Con Funk Shun - Electric Lady,0.7172697428045745,TRDPGXU128F9339C2A,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),273.47033704203983,TRFUJVJ128F426F2A2,Lauryn Hill - Interlude 5,264.198805962947,TRNVKOI128E0799173,Snoop Dogg - Snoopafella (Edited),223.33210220427057,TRRJQIQ128F429A974,Petey Pablo - Fool For Love,133.44563312173926,TRLZVNA128F1474A16,Javier - Slow Motion,127.24007788524115,TRNVKOI128E0799173,Snoop Dogg - Snoopafella (Edited),127.08686979394213,TRNGIXM128F148D3E6,Jesse Johnson - I Want My Girl,0.33322088940505173,TRBBVJP128F92FF19C,Willie Nelson - I Feel Sorry For Him,0.30950214853109725,TRFXHZR128F92F6BFF,Emanon - She Thinks,0.3037947979813106,TRNGIXM128F148D3E6,Jesse Johnson - I Want My Girl,0.3845358278501144,TRFXHZR128F92F6BFF,Emanon - She Thinks,0.36306026904273486,TRBBVJP128F92FF19C,Willie Nelson - I Feel Sorry For Him,0.3521012555484309
TRDYUVI128E078F725,SOEJDOV12D021B3BD5,ARK4ZEK1187B990A4F,George Strait,Marina Del Rey,country,TRFUJVJ128F426F2A2,Lauryn Hill - Interlude 5,2010.0,TRDPGXU128F9339C2A,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),1690.0,TRFLWJZ128F425C9E4,The Pharcyde - Otha Fish,1438.0,TRFUJVJ128F426F2A2,Lauryn Hill - Interlude 5,1761.6000000000006,TRDPGXU128F9339C2A,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),1482.268750000001,TRFLWJZ128F425C9E4,The Pharcyde - Otha Fish,1308.9062500000011,TRGJJTY12903CF8E82,Strung Out - Dead Spaces,0.5804213294158034,TRCQTAG128F4260E18,Cyndi Lauper - Sally's Pigeons,0.5751007267239465,TRLEOAU128F932B646,Ben E. King - Spanish Harlem (LP Version),0.5399669961494016,TRGJJTY12903CF8E82,Strung Out - Dead Spaces,0.6004376258723121,TRCQTAG128F4260E18,Cyndi Lauper - Sally's Pigeons,0.5948603239449886,TRDVELE128F932810A,Bruce Springsteen - Brothers Under The Bridges ('83),0.5608716071395795,TRDPGXU128F9339C2A,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),162.06996233809582,TROYKQM128F428CCED,OutKast - Mainstream,128.22367338790067,TRNVKOI128E0799173,Snoop Dogg - Snoopafella (Edited),128.20011467242497,TRRSRXG128E07888AF,Mariah Carey - Joy Ride,90.59330615043613,TRWVXWR128F92CF848,Mark Wills - She's In Love,84.85503669609496,TRJWUYF12903CF5635,Rupert Hine - The Curious Kind,82.35561153070717,TRXFGLZ128F425ECAB,Gerry Rafferty - The Royal Mile,0.2422193624387265,TRWVXWR128F92CF848,Mark Wills - She's In Love,0.24141653211118447,TRJTIVP128F426AB91,Gipsy Kings - El Mauro,0.24121415344831168,TRWVXWR128F92CF848,Mark Wills - She's In Love,0.2912196698353615,TRXFGLZ128F425ECAB,Gerry Rafferty - The Royal Mile,0.28862618672149526,TRJWUYF12903CF5635,Rupert Hine - The Curious Kind,0.2738274502384675
TRPNLLB128F14956A5,SOPBLAJ12D02193A82,ARK4ZEK1187B990A4F,George Strait,Milk Cow Blues,country,TRFUJVJ128F426F2A2,Lauryn Hill - Interlude 5,4422.0,TRWSYHO128F4282346,Twista - I'm A Winner (Amended Album Version),3751.0,TRDPGXU128F9339C2A,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),3679.0,TRFUJVJ128F426F2A2,Lauryn Hill - Interlude 5,4028.2399999999993,TRWSYHO128F4282346,Twista - I'm A Winner (Amended Album Version),3493.665,TRDPGXU128F9339C2A,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),3349.707500000002,TRNHSZN128F930FF03,Clawfinger - Revenge,0.733907586397556,TRQYLYP12903CC26F6,Barry White - Never Gonna Give You Up,0.7335461186468138,TRGLNKG128F9307689,Eminem - My Darling,0.7274136259136356,TRQYLYP12903CC26F6,Barry White - Never Gonna Give You Up,0.746099403436712,TRNHSZN128F930FF03,Clawfinger - Revenge,0.7443318892144923,TRGLNKG128F9307689,Eminem - My Darling,0.7417446849753278,TRDPGXU128F9339C2A,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),241.756364349005,TRNVKOI128E0799173,Snoop Dogg - Snoopafella (Edited),180.48558592876515,TRFUJVJ128F426F2A2,Lauryn Hill - Interlude 5,176.87483763430555,TRFSOAL128F931B19F,Robben Ford - The Way You Treated Me (You're Gonna Be Sorry),124.74859980280034,TRYPHVM128F42437C0,Mississippi Fred McDowell - Louise,115.36739001908205,TRRQNEL128F92E79F8,Memphis Minnie - Good Morning,115.35285834623784,TRRQNEL128F92E79F8,Memphis Minnie - Good Morning,0.3689282686352622,TRFSOAL128F931B19F,Robben Ford - The Way You Treated Me (You're Gonna Be Sorry),0.3590236220329223,TRZCHOI128E078E08D,The Animals - Worried Life Blues,0.29275069954779465,TRRQNEL128F92E79F8,Memphis Minnie - Good Morning,0.41308964371942597,TRFSOAL128F931B19F,Robben Ford - The Way You Treated Me (You're Gonna Be Sorry),0.4001408400561547,TRGOLAX128F92F87BF,Wayne Hancock - Johnson City,0.3510189263781091
TRTDHSB128F422B90F,SOWKMZU12A81C2165A,ARKZ13R1187FB54FEE,Josh Turner,Another Try,country,TRDPGXU128F9339C2A,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),2793.0,TRCHZXW128E079288A,Eminem - 8 Mile,2726.0,TRFUJVJ128F426F2A2,Lauryn Hill - Interlude 5,2672.0,TRDPGXU128F9339C2A,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),2520.6412499999997,TRCHZXW128E079288A,Eminem - 8 Mile,2520.458749999999,TRKLJAG128F42B31CF,Mario Vazquez - Everytime I...,2424.437499999999,TRGGLKN128F934D0C9,Elizabeth Cotten - When I'm Gone,0.7232603556166367,TRQAOWZ128F93000A4,Clint Black - Killin' Time,0.7203280609566889,TRKUCYF12903D06F03,David Ball - Blowin' Smoke,0.7074885181726189,TRGGLKN128F934D0C9,Elizabeth Cotten - When I'm Gone,0.7343941248470012,TRQAOWZ128F93000A4,Clint Black - Killin' Time,0.73122425780468,TRTPMBB128F42934F8,Sage Francis - Keep Moving,0.7209197688752255,TRCHZXW128E079288A,Eminem - 8 Mile,169.53118908179437,TRDJOCY128F4294CD5,Kanye West - Diamonds From Sierra Leone,168.1625255707865,TRDUSIG12903CA5FCB,Savatage - The Hourglass,162.85729642206678,TRDJOCY128F4294CD5,Kanye West - Diamonds From Sierra Leone,103.087268249989,TRFYBJS128F145F5FA,Sammie - I Like It (Remix),98.40331345065881,TRFHZWK128F427068B,Teena Marie - Dear Lover,97.4620962397646,TRDNUNW128F933DB3D,Boyz II Men - Amazed,0.3153618125403706,TRRLMOZ128F92E6814,Kristin Chenoweth - Christmas Island,0.29322491589876615,TRQHZTH128F425E107,Death In Vegas - Killing Smile,0.29296636929481246,TRDNUNW128F933DB3D,Boyz II Men - Amazed,0.35466661573746494,TRQHZTH128F425E107,Death In Vegas - Killing Smile,0.3401891672329138,TRFYBJS128F145F5FA,Sammie - I Like It (Remix),0.33250477561598474
TREXZYC12903CA281A,SOLDPJZ12AB0186231,ARKZ13R1187FB54FEE,Josh Turner,As Fast As I Could,country,TRFUJVJ128F426F2A2,Lauryn Hill - Interlude 5,4904.0,TRDPGXU128F9339C2A,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),4482.0,TRWSYHO128F4282346,Twista - I'm A Winner (Amended Album Version),4328.0,TRFUJVJ128F426F2A2,Lauryn Hill - Interlude 5,4466.079999999998,TRDPGXU128F9339C2A,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),4115.777500000001,TRWSYHO128F4282346,Twista - I'm A Winner (Amended Album Version),4041.8049999999976,TREBQOW128F92C4549,Common - Book Of Life,0.7904553736750465,TRHSMEG128F42BC646,Aaron Carter - That's How I Beat Shaq,0.7649359733051827,TRKLJAG128F42B31CF,Mario Vazquez - Everytime I...,0.7638827224623107,TREBQOW128F92C4549,Common - Book Of Life,0.7988579052116475,TRHSMEG128F42BC646,Aaron Carter - That's How I Beat Shaq,0.7747084000132225,TRKLJAG128F42B31CF,Mario Vazquez - Everytime I...,0.767811373847845,TRDPGXU128F9339C2A,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),222.22047381216046,TRFUJVJ128F426F2A2,Lauryn Hill - Interlude 5,218.58218908809616,TRRJQIQ128F429A974,Petey Pablo - Fool For Love,181.89458022432444,TRLKMRV128F1480E4C,Tom Petty - Square One (Album Version),124.05867959646537,TRMUITB128F428ADAC,Kevon Edmonds - Never Love You,107.27801578179773,TRDJPOT12903CC0024,Robert Palmer - Woke Up Laughing,104.86975191716846,TRLKMRV128F1480E4C,Tom Petty - Square One (Album Version),0.3038277599712086,TRFDLAU128F42661C5,Alabama - Keepin' Up,0.2468481919959286,TRMUITB128F428ADAC,Kevon Edmonds - Never Love You,0.24475199224870356,TRLKMRV128F1480E4C,Tom Petty - Square One (Album Version),0.3498307533899452,TRMUITB128F428ADAC,Kevon Edmonds - Never Love You,0.3067185289236374,TRFDLAU128F42661C5,Alabama - Keepin' Up,0.29674009586989825
TRDXSGX128F425F173,SOTSNDR12A8AE47599,ARF8HTQ1187B9AE693,Daft Punk,One More Time / Aerodynamic,electronic,TRFUJVJ128F426F2A2,Lauryn Hill - Interlude 5,886.0,TRUGLTC128F4227B93,Danity Kane - Hold Me Down (Album Version),685.0,TRDPGXU128F9339C2A,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),588.0,TRFUJVJ128F426F2A2,Lauryn Hill - Interlude 5,771.9200000000002,TRUGLTC128F4227B93,Danity Kane - Hold Me Down (Album Version),632.1449999999998,TRLINLH128F9346400,Black Eyed Peas - One Tribe,515.67,TRVBBVN128E078A608,Fair Warning - Take Me Up,0.5106393392788859,TREAQSX128E07818CA,Daft Punk - One More Time (Romanthony's Unplugged),0.4897199584040778,TRVPPSC128F92EC9C2,Colbie Caillat - Midnight Bottle,0.4775923085151242,TRVBBVN128E078A608,Fair Warning - Take Me Up,0.527447359312641,TREAQSX128E07818CA,Daft Punk - One More Time (Romanthony's Unplugged),0.5057275636779099,TRVPPSC128F92EC9C2,Colbie Caillat - Midnight Bottle,0.4960549176969501,TRLDJMI128E078F6F9,Jodeci - It's Alright,102.99366696565036,TRFUJVJ128F426F2A2,Lauryn Hill - Interlude 5,82.07794249333894,TRGDBXO128F1480976,Paris Hilton - Not Leaving Without You (Album Version),81.93603040468038,TRLDJMI128E078F6F9,Jodeci - It's Alright,87.81332694506838,TRGDBXO128F1480976,Paris Hilton - Not Leaving Without You (Album Version),71.37492455672117,TRQJNDH128F4228AAB,Justice - D.A.N.C.E [Jackson Remix],69.68917026534614,TRATNTQ128F9351550,Desmond Dekker - Sweet Music,0.37778298969120344,TRXHRJN128F149418E,SUPREME BEINGS OF LEISURE - So Much More,0.37008906696491156,TREAQSX128E07818CA,Daft Punk - One More Time (Romanthony's Unplugged),0.3686081432146739,TRATNTQ128F9351550,Desmond Dekker - Sweet Music,0.39088954992364155,TREAQSX128E07818CA,Daft Punk - One More Time (Romanthony's Unplugged),0.38866395216861593,TRXHRJN128F149418E,SUPREME BEINGS OF LEISURE - So Much More,0.38683850440850787
TREAQSX128E07818CA,SOAWSML12A6310F1B7,ARF8HTQ1187B9AE693,Daft Punk,One More Time (Romanthony's Unplugged),electronic,TRFUJVJ128F426F2A2,Lauryn Hill - Interlude 5,3417.0,TRWSYHO128F4282346,Twista - I'm A Winner (Amended Album Version),2264.0,TRTLIKK128E07862DA,Ja Rule - One of Us,2193.0,TRFUJVJ128F426F2A2,Lauryn Hill - Interlude 5,3082.120000000001,TRWSYHO128F4282346,Twista - I'm A Winner (Amended Album Version),2045.1449999999995,TRTLIKK128E07862DA,Ja Rule - One of Us,1990.525000000001,TRUQLCG12903CC5630,Fractured - One More Time,0.685388137025228,TRCXWON128F424936F,Hot Tuna - Come Back Baby,0.6728828098696779,TRLOZGV128F42A06E6,Tanya Tucker - One Love At A Time,0.5739555978494518,TRUQLCG12903CC5630,Fractured - One More Time,0.6955450382677406,TRCXWON128F424936F,Hot Tuna - Come Back Baby,0.6793139097191931,TRLOZGV128F42A06E6,Tanya Tucker - One Love At A Time,0.5912492162203798,TRFUJVJ128F426F2A2,Lauryn Hill - Interlude 5,225.38921869801536,TRBEBJO128C719646B,Nelly - Splurge,184.1092247447051,TRDPGXU128F9339C2A,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),173.39035528830019,TRCGAVX12903CFBC61,Ashanti - Rock Wit U (Awww Baby),133.44973045230256,TRBEBJO128C719646B,Nelly - Splurge,128.2123857883691,TRGOMIJ128F4263AD6,The Jacksons - The Hurt,127.32764039311328,TRDXSGX128F425F173,Daft Punk - One More Time / Aerodynamic,0.3686081432146739,TRYOUMI128E078F4DE,K-Ci & JoJo - Baby Come Back,0.3284239851761958,TRGOMIJ128F4263AD6,The Jacksons - The Hurt,0.3259487180355388,TRDXSGX128F425F173,Daft Punk - One More Time / Aerodynamic,0.38866395216861593,TRYOUMI128E078F4DE,K-Ci & JoJo - Baby Come Back,0.37399315445787573,TRGOMIJ128F4263AD6,The Jacksons - The Hurt,0.36858595550829926
TRBVPVV128F425F14F,SOOHYOB12CF5F87A28,ARF8HTQ1187B9AE693,Daft Punk,Touch It / Technologic,electronic,TRGUCIR128F933D817,Vanilla Ice - Ice Is Workin' It,17762.0,TRYUJAX12903CF14E7,Charley Patton - Shake It And Break It,12393.0,TRHTUQC128F427D30F,Meat Loaf - If It Aint Broke Break It,9883.0,TRGUCIR128F933D817,Vanilla Ice - Ice Is Workin' It,17256.52999999999,TRYUJAX12903CF14E7,Charley Patton - Shake It And Break It,12082.164999999999,TRHTUQC128F427D30F,Meat Loaf - If It Aint Broke Break It,9644.063750000007,TRDLQGL128F1458AA5,Devo - Whip It,0.802248355615837,TRYXRXL128F427F13A,Robbie Williams - It's De-Lovely,0.8012193944770049,TRJKYRB128F1498AF7,Blossom Dearie - It's Too Good To Talk About Now,0.7852561888559803,TRDLQGL128F1458AA5,Devo - Whip It,0.8060299799284004,TRYXRXL128F427F13A,Robbie Williams - It's De-Lovely,0.8050355745285214,TRJKYRB128F1498AF7,Blossom Dearie - It's Too Good To Talk About Now,0.7886888273832221,TRDPGXU128F9339C2A,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),419.26629248576864,TRFUJVJ128F426F2A2,Lauryn Hill - Interlude 5,384.727027065308,TRQWDRK128F4241A32,Twista - Overdose (Album Version),349.17178127908187,TRIIBVP128E0792750,Enrique Iglesias - She Be The One,202.8345016602409,TRLRCZU128F1475FBA,Juvenile - Around The Way [Explicit Album Version],194.1653516920588,TRAWCKU128F14771C0,Obie Trice - Hoodrats,193.4712738633523,TRIIBVP128E0792750,Enrique Iglesias - She Be The One,0.30281051460371755,TRXJFYW128F4259BBD,MU330 - Tune Me Out,0.27702372540659675,TRAJQIF128F92CD28A,T.Rex - The Street And Babe Shadow,0.27385475996422765,TRIIBVP128E0792750,Enrique Iglesias - She Be The One,0.36235956111543977,TRXJFYW128F4259BBD,MU330 - Tune Me Out,0.3210218623644605,TRQKTGW128F424E927,Archive - Black,0.3177116366552024
TRBROFT128F92F8769,SOYPPAZ12A8C143CD6,ARORMBJ1241B9CDB1A,Ke$ha,Boots &  Boys,electronic,TRFUJVJ128F426F2A2,Lauryn Hill - Interlude 5,7159.0,TRDPGXU128F9339C2A,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),5610.0,TRWSYHO128F4282346,Twista - I'm A Winner (Amended Album Version),5042.0,TRFUJVJ128F426F2A2,Lauryn Hill - Interlude 5,6581.24,TRDPGXU128F9339C2A,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),5126.8325,TRBEBJO128C719646B,Nelly - Splurge,4747.297499999995,TRUVRBS128F42A34DD,Stephanie McIntosh - Overcome,0.6719483285043906,TRIFVIF128F425E56A,Carpark North - I And You,0.6600725475635817,TRFIUTM128F426343C,Ty Herndon - Pray For Me,0.6520101000869718,TRUVRBS128F42A34DD,Stephanie McIntosh - Overcome,0.6839576875521296,TRIFVIF128F425E56A,Carpark North - I And You,0.6698112711198629,TRFIUTM128F426343C,Ty Herndon - Pray For Me,0.6666235837587444,TRAVDBM128EF35E257,Ella Fitzgerald - Manhattan,226.64172327181686,TRRSRXG128E07888AF,Mariah Carey - Joy Ride,221.2328512896111,TRCNVLA12903CF6052,Kelis - Milkshake,214.0203501254395,TRRSRXG128E07888AF,Mariah Carey - Joy Ride,170.12646867809215,TRGGPDR128F42A56FC,Ledisi - Joy,169.97427900717918,TRAVDBM128EF35E257,Ella Fitzgerald - Manhattan,164.76855074605643,TRCDOVL128F92EAA3A,Cass McCombs - Jonesy Boy,0.3269446386575564,TRGGPDR128F42A56FC,Ledisi - Joy,0.29129400016831747,TRNBZTB12903CB120D,Stoa - Infant Joy,0.2706996601437705,TRCDOVL128F92EAA3A,Cass McCombs - Jonesy Boy,0.3669654540961876,TRGGPDR128F42A56FC,Ledisi - Joy,0.32960424008934125,TRNBZTB12903CB120D,Stoa - Infant Joy,0.2896684459466826
TRIIWCU128F92F876A,SOQVJWF12A58A801EF,ARORMBJ1241B9CDB1A,Ke$ha,Animal,electronic,TRFUJVJ128F426F2A2,Lauryn Hill - Interlude 5,2855.0,TRDPGXU128F9339C2A,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),2445.0,TRCHZXW128E079288A,Eminem - 8 Mile,2084.0,TRFUJVJ128F426F2A2,Lauryn Hill - Interlude 5,2503.5600000000027,TRDPGXU128F9339C2A,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),2151.0987500000015,TRCHZXW128E079288A,Eminem - 8 Mile,1862.20125,TROIYWE128F146BD93,Bird York - Lovely Thing,0.6375834916155456,TRSXLCE128F4296591,Wyclef Jean - Intro,0.5801707693236842,TRYAPRE128F425EE39,Tanya Tucker - Complicated,0.5798884517782947,TROIYWE128F146BD93,Bird York - Lovely Thing,0.654051801775045,TRUVVFR128F4248609,KRS ONE - I'm On The Mic,0.5985801754588809,TRYAPRE128F425EE39,Tanya Tucker - Complicated,0.5968432700931395,TRDPGXU128F9339C2A,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),164.85763691592345,TRFUJVJ128F426F2A2,Lauryn Hill - Interlude 5,157.3433598954799,TRKRVKD128F9327008,Hollywood Undead - Undead,145.43890701299367,TRFKSYH128E0784708,Big Bad Voodoo Daddy - Sleep Tight,110.43966787986953,TRTTBCA128F429B8A8,Bishop Allen - The Monitor,103.04417292372065,TRNJWKL128F424F0F3,Sugababes - Back When,100.25690527069513,TRQDZUE128F42635BD,Modern English - A Viable Commercial,0.36537918714213774,TRFKSYH128E0784708,Big Bad Voodoo Daddy - Sleep Tight,0.353463162465711,TRPOUCU128F427C122,Simon & Garfunkel - The 59th Street Bridge Song (Feelin' Groovy),0.27239498664033485,TRQDZUE128F42635BD,Modern English - A Viable Commercial,0.37610505027208124,TRFKSYH128E0784708,Big Bad Voodoo Daddy - Sleep Tight,0.3731028592319,TRTTBCA128F429B8A8,Bishop Allen - The Monitor,0.3121596919713562
